1stFlrSF,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1008,No,0,Unf,1008,0,None,1979.0,1522,TA,6000,0,5,5,1008,1926,1950,102000
1124,None,0,Unf,0,0,None,1979.0,1124,TA,8335,36,5,5,0,1954,1954,93000
1107,Mn,859,ALQ,216,484,Unf,1973.0,2090,TA,10382,204,6,7,1107,1973,1973,200000
1214,No,698,ALQ,420,461,Unf,1965.0,1214,TA,9170,0,7,5,1214,1965,1965,140000
1779,Mn,306,ALQ,372,454,Unf,1955.0,1779,TA,17920,418,4,5,1763,1955,1974,170000
1629,Av,1300,GLQ,316,808,Fin,2002.0,1629,Gd,14536,252,5,8,1616,2002,2003,270000
1554,Mn,24,GLQ,1530,627,RFn,2006.0,1554,Gd,4590,73,5,8,1554,2006,2006,209500
993,No,0,Unf,964,642,Fin,1997.0,2236,Gd,13006,0,5,7,964,1997,1997,222000
796,No,0,Unf,796,0,Unf,1979.0,796,TA,3636,0,4,4,796,1922,1950,55000
840,No,0,Unf,840,308,Unf,1960.0,1680,TA,15576,0,7,6,840,1915,1976,177000
848,Av,686,GLQ,162,420,Fin,2003.0,848,Gd,4435,0,5,6,848,2003,2003,136500
1142,No,874,ALQ,268,528,Fin,1976.0,1142,TA,4224,90,5,5,1142,1976,1976,134000
1252,Gd,429,BLQ,93,564,RFn,1960.0,1252,TA,13500,0,7,6,1602,1960,1975,235000
1684,No,28,GLQ,1656,564,RFn,2005.0,1684,Ex,8849,72,5,9,1684,2005,2005,266000
2000,No,1464,GLQ,536,888,Unf,2004.0,2000,Gd,10386,0,5,8,2000,2004,2005,305900
1616,Av,0,Unf,1616,834,RFn,2005.0,1616,Gd,8688,59,5,7,1616,2005,2005,232000
1299,Av,990,GLQ,309,531,RFn,2001.0,1872,Ex,11885,122,5,8,1299,2001,2001,261500
1042,No,0,Unf,1042,225,Unf,1928.0,1576,TA,6240,0,6,5,1042,1928,1950,149000
1175,Av,421,GLQ,386,575,Unf,1989.0,1982,Gd,11287,84,6,7,807,1989,1989,228500
988,No,534,BLQ,246,276,Unf,1950.0,988,TA,7200,80,7,5,876,1950,1950,119000
1844,No,976,GLQ,868,620,Fin,2005.0,1844,Gd,10994,44,5,8,1844,2005,2006,257000
1258,No,656,ALQ,602,528,Unf,1971.0,1258,Gd,11040,0,7,6,1258,1971,2004,145000
1288,No,786,GLQ,474,500,Fin,1996.0,1288,Ex,14963,30,5,8,1260,1996,1996,245500
1634,No,0,Unf,1626,866,Unf,2006.0,1634,Gd,11428,44,5,8,1626,2006,2006,250000
855,No,257,ALQ,103,440,Unf,1974.0,1322,TA,2308,0,5,6,855,1974,1974,147000
707,Av,0,Unf,707,403,Fin,2004.0,1414,Gd,9056,35,5,8,707,2004,2004,178000
1504,Gd,690,GLQ,814,478,Fin,1996.0,1504,Gd,11883,66,5,7,1504,1996,1996,203000
1670,No,0,Unf,1670,690,RFn,2006.0,1670,Gd,14859,60,5,7,1670,2006,2006,240000
1516,Gd,125,LwQ,36,518,RFn,1974.0,2167,Gd,17542,47,7,7,1192,1974,2003,294000
1069,No,559,ALQ,510,440,RFn,1977.0,1069,TA,4043,55,6,6,1069,1977,1977,140000
1072,Gd,547,GLQ,0,525,Fin,2005.0,1072,TA,3675,44,5,6,547,2005,2006,140000
1572,Gd,1159,Rec,413,995,RFn,1963.0,1572,TA,35133,263,4,5,1572,1963,1963,186700
1188,No,1088,LwQ,0,456,Unf,1963.0,1869,TA,8820,0,6,5,1088,1890,1996,124900
882,No,0,Unf,882,0,None,1979.0,882,TA,5500,0,6,4,882,1956,1956,103200
1922,Gd,1249,GLQ,673,676,Fin,2005.0,1922,Gd,14157,51,5,9,1922,2005,2006,377426
780,Av,632,ALQ,148,352,Unf,1973.0,780,TA,7200,0,7,5,780,1972,1972,124900
1021,No,0,Unf,533,300,RFn,1958.0,1601,TA,13825,34,6,5,533,1958,1987,140000
1530,Av,1274,ALQ,256,430,Fin,2005.0,1530,Gd,16158,36,5,7,1530,2005,2005,260000
833,No,625,Unf,208,0,None,1979.0,833,TA,8780,0,5,5,833,1985,1985,112000
679,No,331,ALQ,318,308,Unf,1981.0,1183,TA,6000,176,7,3,649,1948,2002,120000
1040,No,659,ALQ,381,260,Unf,1962.0,1040,TA,6897,104,8,5,1040,1962,2010,127000
1466,Gd,1150,GLQ,316,1052,RFn,2006.0,2828,Gd,9965,144,5,8,1466,2006,2007,424870
1032,No,280,BLQ,752,288,Unf,1950.0,1252,TA,9600,0,5,6,1032,1950,1950,119000
1246,No,340,LwQ,0,305,RFn,1959.0,1246,Gd,7500,0,7,5,1246,1959,1994,154000
904,No,0,Unf,884,180,Unf,1926.0,904,TA,6000,0,7,6,884,1926,2004,119000
966,No,686,LwQ,0,416,Unf,1961.0,1652,TA,10800,0,6,5,686,1915,1950,139000
1036,No,375,Rec,457,288,Unf,1949.0,1268,TA,12144,28,7,5,832,1949,1950,133000
1172,No,0,Unf,896,342,Unf,1929.0,1913,TA,7558,0,6,6,896,1928,1950,177000
1358,Mn,733,Unf,625,484,RFn,2010.0,1358,Gd,6371,35,5,7,1358,2009,2010,224000
1657,No,1237,LwQ,420,484,Unf,1970.0,1657,TA,12155,0,3,6,1657,1970,1970,163500
838,Mn,210,Rec,0,275,Fin,1961.0,838,Fa,10267,0,7,6,816,1918,2000,130000
1022,No,772,ALQ,220,390,RFn,1999.0,2060,Gd,8755,0,5,7,992,1999,1999,214000
764,No,573,GLQ,191,474,RFn,2003.0,1626,Gd,2448,27,5,7,764,2003,2004,154000
663,No,371,ALQ,292,299,Fin,1969.0,1352,TA,9364,36,7,6,663,1969,1969,158000
968,No,368,Rec,359,240,Unf,1941.0,1376,TA,9492,0,5,5,768,1941,1950,105000
849,No,326,LwQ,389,240,Unf,1939.0,1660,TA,11988,0,7,6,715,1934,1995,188700
616,No,0,Unf,616,432,Fin,2007.0,1412,Gd,8499,36,5,6,616,2006,2007,156932
756,No,0,Unf,756,216,Unf,1906.0,1469,TA,10320,0,7,6,756,1906,1995,135000
774,No,0,Unf,384,400,RFn,2000.0,1430,TA,9967,0,5,7,384,2000,2000,170000
1094,Mn,500,Rec,594,495,Unf,1953.0,1094,TA,10452,0,5,6,1094,1953,1953,155000
1826,Gd,1422,GLQ,392,758,Unf,2005.0,1826,Gd,11302,75,5,8,1814,2005,2006,319000
672,Mn,0,Unf,672,576,Unf,2003.0,924,TA,8064,0,7,5,672,1949,2006,122900
1502,Av,368,GLQ,0,528,RFn,1985.0,1502,Gd,6820,54,5,8,1488,1985,1985,212000
616,Gd,462,GLQ,154,603,RFn,1997.0,1688,Gd,12798,114,5,6,616,1997,1997,200000
1262,No,905,GLQ,357,572,Unf,2006.0,1262,Gd,7200,120,5,6,1262,2006,2006,185000
1905,No,0,Unf,1905,788,Fin,2006.0,1905,Ex,11670,191,5,9,1905,2006,2006,320000
1153,Av,252,ALQ,901,541,Fin,1998.0,2031,Gd,11404,84,5,7,1153,1998,1999,222500
1350,No,0,Unf,1064,478,RFn,1974.0,1350,TA,10140,0,5,6,1064,1974,1974,165000
941,No,483,GLQ,458,613,RFn,2003.0,1829,Gd,9548,39,6,7,941,2003,2003,237000
965,No,641,BLQ,187,300,Unf,1979.0,965,TA,7800,0,5,5,828,1965,1965,119900
672,No,348,BLQ,324,280,Unf,1941.0,924,Fa,12180,0,4,4,672,1941,1950,80000
1055,No,0,Unf,1055,905,Fin,2001.0,2263,Gd,9240,45,5,8,1055,2001,2002,287000
1236,No,626,Rec,501,540,Unf,1935.0,2108,Gd,13728,0,7,6,1127,1935,1986,235000
1242,No,916,ALQ,326,528,Unf,1973.0,1242,TA,9600,0,6,7,1242,1973,1973,175500
989,No,0,Unf,884,240,Unf,1935.0,1573,Gd,6120,0,7,4,884,1935,1995,133000
884,No,0,Unf,884,434,Fin,2001.0,2035,Gd,9505,48,5,7,884,2001,2001,222500
1232,No,660,BLQ,572,516,Unf,1984.0,1232,TA,11120,0,6,6,1232,1984,1984,162500
1098,No,403,Unf,400,483,RFn,1976.0,1964,TA,10480,69,6,7,803,1976,1976,205000
792,No,0,Unf,576,0,None,1979.0,1140,TA,8800,160,7,4,576,1910,2004,96500
894,No,702,BLQ,192,450,RFn,1967.0,894,Gd,9764,0,7,5,894,1967,2003,130000
1512,Mn,619,BLQ,435,619,Unf,1968.0,2654,Gd,11029,65,7,6,1054,1968,1984,250000
768,Av,660,Unf,108,396,Fin,1974.0,768,TA,7200,0,8,5,768,1972,2003,133900
672,None,0,None,0,0,None,1979.0,912,TA,6240,0,5,4,0,1947,1950,80500
1040,Av,650,Rec,390,504,Unf,1969.0,2080,Fa,11606,0,5,5,1040,1969,1969,135000
1040,No,732,GLQ,308,576,Unf,2000.0,1040,Gd,12464,0,5,5,1040,1996,1996,152000
1149,Mn,370,LwQ,779,216,Unf,1926.0,1616,Gd,5400,0,7,6,1149,1926,2004,152000
1047,No,0,Unf,641,273,Unf,1954.0,1047,TA,10800,0,7,4,641,1885,1995,100000
1803,No,168,Rec,284,484,RFn,1957.0,1803,TA,13125,0,4,5,1134,1957,2000,155000
832,No,0,Unf,832,528,Unf,1962.0,832,Gd,7227,0,6,6,832,1954,1954,105500
894,No,180,Rec,340,384,Unf,1966.0,894,TA,7094,0,5,5,894,1966,1966,125000
596,Mn,0,Unf,596,189,Unf,1920.0,1192,TA,6402,0,5,5,596,1920,1950,78000
1850,Gd,1261,GLQ,572,772,Fin,2004.0,1850,Gd,16033,112,5,9,1833,2004,2005,326000
899,No,450,ALQ,414,288,Fin,1967.0,899,Gd,7800,0,7,5,864,1967,2004,130000
892,No,340,Rec,524,264,RFn,1966.0,892,TA,9477,0,5,5,864,1966,1966,110000
1260,Mn,1046,Rec,168,506,Unf,1900.0,2291,TA,7200,0,6,6,1214,1910,1998,133900
1075,No,0,Unf,849,360,Unf,1910.0,2138,TA,8100,156,5,5,849,1898,1965,106000
926,No,0,Unf,926,470,Fin,1997.0,1604,TA,10839,36,5,6,926,1997,1998,181000
887,No,0,Unf,868,422,RFn,2006.0,2021,Gd,23257,100,5,7,868,2006,2006,274725
938,Av,280,LwQ,167,308,Unf,1977.0,938,TA,9200,0,6,5,938,1975,1980,130250
912,No,0,Unf,912,216,Unf,1925.0,1426,Gd,7642,240,8,7,912,1918,1998,189950
928,No,220,Rec,708,400,Unf,1948.0,1920,TA,11345,0,5,5,928,1948,1950,137000
1098,No,902,ALQ,196,260,Unf,1955.0,1098,TA,7390,0,7,5,1098,1955,1955,135000
729,No,0,Unf,270,0,Unf,1979.0,729,TA,4130,0,6,3,270,1935,2003,52000
1252,No,0,Unf,1252,528,Unf,1960.0,1252,Gd,10721,39,6,6,1252,1959,1959,142000
1584,No,0,Unf,1584,792,Unf,1967.0,1584,TA,8944,152,5,5,1584,1967,1967,124000
1506,No,0,Unf,1498,592,Unf,2008.0,1506,Ex,14587,174,5,9,1498,2008,2008,264132
1709,Av,1238,GLQ,460,506,Fin,1999.0,1709,Gd,5119,65,5,9,1698,1999,2000,328900
1092,No,895,Rec,197,299,Fin,1957.0,1092,TA,14850,0,5,5,1092,1957,1957,141000
1746,Gd,1320,GLQ,426,758,Fin,2006.0,1746,Ex,14892,39,5,9,1746,2006,2007,377500
1304,No,603,BLQ,701,667,Fin,1953.0,2287,TA,15593,21,4,7,1304,1953,1953,225000
789,No,0,Unf,768,200,Unf,1926.0,789,TA,10594,0,5,5,768,1926,1950,96500
1041,No,991,ALQ,50,270,RFn,1959.0,1041,TA,9600,88,6,5,1041,1959,1959,124500
993,No,0,Unf,967,431,Fin,2002.0,1908,Gd,14191,0,5,8,967,2002,2002,202900
1010,No,0,Unf,1010,390,RFn,2002.0,2267,Gd,8068,46,5,6,1010,2002,2002,200000
875,No,209,BLQ,506,180,Unf,1931.0,875,TA,6120,0,7,5,715,1931,1993,105000
1526,Av,383,Rec,833,364,Unf,1957.0,1526,TA,8562,78,6,5,1216,1957,2002,144500
1567,Gd,1567,ALQ,0,714,RFn,1977.0,1567,Gd,9819,32,5,6,1567,1977,1977,196000
1734,Gd,0,Unf,1734,1020,RFn,2009.0,2822,Ex,13891,170,5,9,1734,2008,2009,582933
689,No,141,Rec,548,360,Unf,1928.0,1378,Gd,9600,0,9,7,689,1928,2005,161000
1281,No,0,Unf,715,368,Unf,1920.0,1738,TA,12513,0,4,4,715,1920,2007,104900
1164,No,831,GLQ,320,521,Unf,1988.0,2060,TA,10029,228,5,6,1151,1988,1989,211000
1128,No,812,LwQ,124,286,Unf,1954.0,1128,TA,9000,0,5,5,936,1954,1954,118000
840,No,0,Unf,840,440,Fin,2004.0,1720,Gd,8244,48,5,7,840,2004,2004,183500
1050,No,504,Rec,546,338,Unf,1956.0,1050,TA,9600,0,6,5,1050,1956,1956,128900
1114,No,814,GLQ,300,576,Unf,2004.0,1114,Gd,13695,78,5,6,1114,2003,2004,155000
1053,No,567,Rec,413,750,RFn,1998.0,1053,Ex,8973,80,7,5,1008,1958,1991,150000
1593,Av,1153,GLQ,440,682,Fin,2001.0,1593,Ex,4923,120,5,8,1593,2001,2002,286000
1214,No,695,BLQ,519,318,RFn,1967.0,1214,TA,10355,111,5,5,1214,1967,1967,143000
816,No,641,ALQ,175,264,Unf,1982.0,816,Gd,6600,0,9,5,816,1982,2008,130500
1535,None,0,None,0,400,Unf,1979.0,1535,TA,7018,0,5,5,0,1979,1979,118858
1360,No,1036,Unf,140,795,Unf,1918.0,3112,Gd,25419,16,4,8,1360,1918,1990,235000
1079,Av,0,Unf,1079,685,RFn,2006.0,1919,Gd,15611,51,5,8,1079,2006,2006,233230
1097,No,0,Unf,1097,672,Unf,1995.0,1097,TA,10859,64,5,5,1097,1994,1995,145000
983,Mn,660,ALQ,323,423,Unf,1989.0,1750,TA,12508,0,7,6,983,1940,1985,160000
483,No,0,Unf,483,288,Unf,1972.0,987,TA,1680,0,5,6,483,1972,1972,94500
981,No,282,ALQ,664,576,Unf,1979.0,981,TA,10530,312,5,6,981,1971,1971,143250
1700,No,1018,Rec,380,447,RFn,1959.0,1700,Gd,10552,38,5,5,1398,1959,1959,165500
816,No,708,GLQ,108,308,Unf,1957.0,816,TA,7100,0,7,5,816,1957,1957,129900
944,No,666,GLQ,278,622,RFn,2001.0,1840,Gd,12420,45,5,7,944,2001,2001,230000
1291,No,837,ALQ,105,576,Unf,1973.0,2521,TA,3964,20,4,6,942,1973,1973,151400
1002,No,828,BLQ,174,902,Unf,1973.0,1002,TA,8750,0,6,5,1002,1970,1970,148500
841,No,0,Unf,721,294,Unf,1950.0,841,TA,8400,0,4,4,721,1950,1950,82000
996,Av,747,GLQ,189,564,Unf,1992.0,996,Gd,9069,0,6,6,936,1992,1992,147000
1713,Av,1088,GLQ,625,856,Fin,2004.0,1713,Ex,9591,26,5,8,1713,2004,2005,274900
1412,Mn,1005,GLQ,387,576,Unf,1988.0,1412,Gd,11457,0,5,6,1392,1988,1988,175000
1236,No,600,GLQ,312,923,Unf,1957.0,1236,TA,7407,158,7,6,912,1957,1996,149700
1040,Gd,633,ALQ,431,648,Unf,1963.0,1040,TA,25286,0,5,4,1064,1963,1963,132250
1616,No,1180,GLQ,415,608,RFn,1995.0,1616,Gd,5389,152,5,8,1595,1995,1996,236500
1414,No,528,ALQ,245,601,Unf,1990.0,1414,TA,11029,51,8,6,1184,1958,2002,176500
975,No,649,Unf,326,576,RFn,1997.0,1950,Gd,7399,10,5,7,975,1997,1998,239000
1086,No,320,ALQ,404,490,Unf,1989.0,1086,TA,10200,0,7,5,1086,1954,2003,144900
1072,Gd,1309,GLQ,15,528,RFn,1923.0,1576,Gd,21384,312,6,5,1324,1923,2004,223500
768,Av,619,ALQ,149,624,Unf,1987.0,768,TA,7244,0,7,5,768,1970,1970,129500
1381,No,982,ALQ,179,676,Unf,1972.0,1381,Gd,9360,0,7,6,1161,1972,2006,197500
1284,No,0,Unf,1284,647,RFn,2002.0,2169,Gd,9375,87,5,8,1284,2002,2002,228500
720,None,0,None,0,287,Unf,1955.0,720,TA,6627,0,6,3,0,1949,1950,72500
1584,No,493,LwQ,1017,520,Unf,1920.0,2792,TA,10440,547,7,6,1510,1920,1950,256000
936,No,0,Unf,936,576,Unf,1974.0,936,TA,6000,32,4,4,936,1953,1953,93000
1181,Av,920,BLQ,38,588,RFn,1974.0,1181,TA,10012,0,5,4,1138,1972,1972,137500
1689,Av,0,Unf,1689,954,RFn,2007.0,1689,Gd,9849,56,6,7,1689,2007,2007,248328
948,No,732,Rec,216,280,Unf,1956.0,948,TA,8190,36,6,4,948,1954,1954,119000
756,No,420,GLQ,336,440,Unf,2000.0,1512,Gd,2117,32,5,6,756,2000,2000,168500
894,No,492,BLQ,402,450,Unf,1968.0,894,TA,8724,0,5,5,894,1968,1968,129000
932,No,822,GLQ,78,644,RFn,2009.0,1852,Gd,8640,108,5,7,900,2009,2009,252678
845,None,0,None,0,290,Unf,1957.0,845,TA,11500,0,3,4,0,1957,1957,84000
774,No,544,Rec,0,0,None,1979.0,774,Gd,4270,0,6,3,544,1931,2006,79000
2053,Av,816,Unf,1217,666,Fin,1996.0,3238,Gd,14720,86,5,8,2033,1995,1996,410000
1232,Av,724,GLQ,508,632,Unf,2007.0,1232,Gd,7314,0,5,7,1232,2007,2007,194500
1164,No,0,Unf,1164,528,Unf,1969.0,1164,TA,9600,0,5,7,1164,1969,1969,140000
912,No,324,LwQ,588,160,Unf,1957.0,1248,TA,9439,0,5,5,912,1930,1950,87000
1687,Av,353,BLQ,60,572,Unf,1966.0,1687,TA,57200,0,5,5,747,1948,1950,160000
860,No,625,GLQ,235,440,Fin,2002.0,1960,Gd,7851,48,5,6,860,2002,2002,216500
546,No,273,BLQ,0,286,RFn,1970.0,1092,TA,2217,0,4,4,546,1970,1970,88000
894,No,552,Unf,342,400,Unf,1999.0,894,TA,9450,0,5,4,894,1954,1954,110000
1479,Av,1013,GLQ,440,558,RFn,2003.0,1479,Gd,10665,29,5,7,1453,2003,2003,226000
1060,Mn,188,Rec,204,270,Unf,1968.0,1060,Gd,8246,90,8,5,1060,1968,2001,154000
1436,Mn,946,GLQ,490,484,Unf,2004.0,1436,Gd,8450,98,5,7,1436,2004,2004,210000
1044,Av,0,Unf,540,504,Unf,1952.0,1044,Fa,8712,0,5,5,540,1952,1952,55993
880,Mn,390,Unf,490,320,Unf,1914.0,1768,TA,10800,341,7,7,880,1914,1970,163000
816,Av,538,Unf,278,432,Unf,2002.0,816,TA,5890,0,8,6,816,1930,2007,120500
774,No,250,GLQ,134,400,Fin,2000.0,1430,TA,7750,0,5,7,384,2000,2000,180000
1867,No,379,LwQ,470,303,Fin,1955.0,1867,TA,10708,0,5,5,1617,1955,1993,190000
1500,Av,1070,GLQ,286,648,Fin,2006.0,1500,Gd,4045,20,5,7,1356,2006,2006,246578
1100,No,419,ALQ,375,312,RFn,1960.0,1100,TA,12493,0,5,4,1100,1960,1960,141000
816,Gd,546,ALQ,270,264,Unf,1982.0,816,TA,8314,0,7,5,816,1982,1982,124500
1328,Gd,967,BLQ,383,308,Unf,1959.0,1328,TA,16905,104,6,5,1350,1959,1959,170000
1728,Gd,1338,GLQ,384,842,RFn,2008.0,2296,Ex,13478,274,5,10,1722,2008,2008,451950
864,No,167,Rec,697,572,Unf,1957.0,864,TA,8172,0,7,5,864,1955,1990,115000
1266,No,0,Unf,1257,453,Unf,2005.0,1266,Gd,7500,144,5,7,1257,2005,2005,176000
858,No,614,BLQ,244,0,None,1979.0,858,TA,8125,0,4,4,858,1971,1971,88000
832,No,426,GLQ,406,506,RFn,1993.0,1710,Gd,9291,70,5,6,832,1993,1993,187000
772,No,0,Unf,732,264,Unf,1979.0,1123,TA,6060,0,5,4,732,1939,1950,100000
953,No,0,Unf,953,460,RFn,1999.0,1647,TA,7917,40,5,6,953,1999,2000,175000
874,No,510,Unf,354,288,RFn,1968.0,874,TA,9858,0,6,5,864,1968,1968,130000
1788,Av,0,Unf,1753,522,RFn,2001.0,1788,Ex,11838,151,5,8,1753,2001,2001,236500
1839,No,1186,GLQ,291,416,Fin,1957.0,1839,Gd,14442,87,7,6,1477,1957,2004,257500
1088,No,381,ALQ,399,484,Unf,1976.0,1868,Gd,10304,96,7,5,780,1976,1976,197500
1712,No,528,LwQ,1098,588,Fin,2005.0,1712,TA,8393,54,5,5,1626,1959,2005,145000
561,No,285,ALQ,276,462,Fin,1980.0,1229,TA,1300,0,6,6,561,1980,1980,124000
1600,No,0,Unf,1566,890,RFn,2007.0,1600,Gd,14230,56,5,8,1566,2007,2007,256300
916,Av,0,Unf,916,460,Fin,1997.0,1600,TA,8773,38,5,6,916,1997,1997,169000
896,No,0,Unf,896,240,Unf,1936.0,1344,TA,6240,114,4,5,896,1936,1950,115000
1126,Av,767,ALQ,266,540,RFn,1977.0,1126,Ex,15611,0,6,5,1126,1977,1977,175000
923,No,658,ALQ,218,264,Unf,1984.0,923,TA,6951,0,5,5,876,1984,1985,119500
616,No,616,LwQ,0,205,Unf,1921.0,616,TA,6000,0,7,5,616,1921,1950,89000
1800,No,0,Unf,1800,0,None,1979.0,1800,TA,8000,0,4,5,1800,1961,1961,141000
1505,No,1024,Unf,481,505,RFn,1953.0,1505,TA,12160,0,4,6,1505,1953,1953,149500
1647,Mn,1283,ALQ,0,621,Fin,1977.0,1647,Gd,12984,0,6,5,1430,1977,1977,217500
1132,No,1024,GLQ,108,451,Fin,2005.0,1132,Gd,7024,64,5,4,1132,2005,2005,176000
928,No,821,GLQ,107,470,RFn,1997.0,1764,Gd,15426,99,5,6,928,1997,1997,231500
1088,None,0,None,0,240,Unf,1945.0,1529,TA,8405,0,3,4,0,1945,1950,98000
1699,No,0,Unf,804,336,Unf,1969.0,2447,Gd,9638,0,7,6,804,1919,1990,169000
1504,No,16,GLQ,1330,457,Fin,2005.0,1504,Gd,3182,0,5,7,1346,2005,2006,181000
1163,No,256,ALQ,906,220,Unf,1955.0,1163,TA,5820,98,8,3,1162,1955,2005,126175
769,No,436,GLQ,320,440,Unf,2000.0,1525,Gd,2117,0,5,6,756,2000,2000,177000
935,No,560,BLQ,0,288,Unf,1965.0,935,TA,13526,0,6,5,935,1965,1965,137000
813,No,0,Unf,813,270,Unf,1932.0,813,Gd,5684,113,8,6,813,1930,2005,110000
1112,No,603,GLQ,293,230,Unf,1948.0,2008,Ex,7800,0,8,5,896,1948,2002,225000
1532,No,1085,GLQ,390,514,Unf,1990.0,2329,Gd,11839,121,5,7,1475,1990,1990,262280
910,No,420,BLQ,490,282,Unf,1950.0,1558,TA,13710,0,5,5,910,1950,1950,152000
832,No,194,GLQ,638,528,RFn,1976.0,1664,TA,10140,28,5,7,832,1976,1976,162900
2110,No,1065,ALQ,1045,522,Fin,1968.0,2110,Ex,11160,0,5,7,2110,1968,1968,244000
905,No,648,GLQ,176,684,RFn,1997.0,1786,Gd,9337,162,5,6,824,1997,1997,204750
925,No,548,ALQ,36,336,RFn,1977.0,1475,TA,2665,26,6,5,757,1977,1977,127000
811,No,0,Unf,811,256,Unf,1954.0,1387,Gd,6000,0,4,5,811,1954,1954,93000
976,No,0,Unf,976,380,Unf,2004.0,1708,Gd,3363,40,5,7,976,2004,2004,130000
1085,No,600,Rec,312,440,Unf,1962.0,1734,Gd,9786,0,7,6,912,1962,1981,159000
1766,No,664,BLQ,290,520,Unf,1970.0,2414,TA,10800,0,4,5,954,1900,1970,160000
933,No,642,GLQ,273,493,Unf,1994.0,1908,Gd,8750,133,5,7,915,1994,1995,210000
1283,No,504,Rec,319,506,Unf,1980.0,1283,TA,7763,0,7,5,931,1962,1980,140000
1212,No,0,Unf,1212,573,RFn,2001.0,1212,Gd,9100,0,5,7,1212,2001,2001,178000
952,No,0,Unf,952,672,Unf,1978.0,1548,Ex,7264,0,7,7,952,1925,2007,205000
980,Av,400,Unf,100,384,Fin,1967.0,980,TA,9750,0,5,5,980,1967,1967,135500
1811,No,296,ALQ,230,470,Fin,1956.0,1811,Ex,14115,0,7,6,1073,1956,2004,230000
1056,No,1056,Rec,0,384,Unf,1966.0,1056,TA,8900,42,4,4,1056,1966,1966,107000
1234,Av,0,Unf,1234,484,RFn,2007.0,1234,Gd,11049,30,5,8,1234,2007,2007,179900
630,No,0,Unf,630,440,Unf,1970.0,1302,TA,2016,0,5,5,630,1970,1970,106000
1035,No,0,Unf,319,0,None,1979.0,1406,Fa,7920,144,7,6,319,1920,1950,89500
858,Av,685,GLQ,173,576,Unf,1983.0,858,TA,7252,0,5,5,858,1982,1982,134900
1182,No,998,Unf,177,736,Fin,2005.0,2324,Ex,11924,21,5,9,1175,2005,2006,345000
910,Av,0,Unf,105,414,Unf,1953.0,910,Gd,8892,0,7,5,105,1953,1996,116000
798,Gd,674,GLQ,0,442,RFn,1964.0,1611,TA,9760,128,6,6,780,1964,1964,167900
684,Av,0,Unf,684,400,Fin,2005.0,1560,Gd,11911,38,5,6,684,2005,2005,174000
2020,None,0,None,0,630,Unf,1977.0,2020,TA,8400,0,5,5,0,1977,1977,144000
1338,Mn,616,GLQ,722,582,Fin,2001.0,1338,Gd,4920,0,5,8,1338,2001,2001,213500
1188,No,593,Unf,595,312,Unf,1962.0,1188,TA,26142,39,7,5,1188,1962,1962,157900
1459,No,0,Unf,1459,527,RFn,2002.0,1459,Gd,8749,39,5,7,1459,2002,2002,192000
1306,Gd,1201,GLQ,105,533,Unf,1996.0,2260,Gd,14000,44,5,7,1306,1996,1997,328000
1430,No,0,Unf,1413,605,RFn,2001.0,1430,Gd,16285,33,5,7,1413,2001,2002,187100
996,No,290,BLQ,706,0,None,1979.0,996,TA,13907,0,6,5,996,1940,1969,108000
1092,No,787,Rec,305,504,RFn,1964.0,1092,TA,8250,0,7,6,1092,1964,1964,145000
625,No,0,Unf,625,625,Fin,2006.0,1250,Gd,4017,54,5,7,625,2006,2007,171900
864,No,0,Unf,864,572,RFn,2004.0,1728,Gd,9313,56,5,7,864,2004,2004,190000
924,No,0,Unf,924,280,Unf,1981.0,924,TA,7990,0,6,5,924,1975,1975,110000
1199,No,300,GLQ,899,530,RFn,1993.0,1199,Gd,7892,63,5,6,1199,1993,1993,153900
948,No,0,Unf,948,300,Unf,1968.0,948,TA,8978,0,5,5,948,1968,1968,108000
925,No,338,BLQ,121,429,Unf,1965.0,925,TA,9100,0,6,5,925,1965,1965,117500
835,No,108,ALQ,350,366,Unf,1920.0,835,TA,10625,0,5,5,458,1920,1950,83000
1580,No,0,Unf,1580,610,RFn,2004.0,2466,Gd,11143,214,5,8,1580,2004,2005,340000
1216,No,445,Rec,479,487,Unf,1966.0,2157,Gd,14200,66,6,7,924,1966,1966,226000
1060,No,840,GLQ,200,572,Unf,1976.0,1060,TA,4224,110,7,5,1040,1976,1976,129900
2633,Gd,1282,GLQ,1351,804,RFn,2001.0,2633,Ex,11400,140,5,10,2633,2001,2002,466500
1048,No,0,Unf,993,280,Unf,1922.0,1048,TA,6380,0,6,5,993,1922,1950,113000
953,No,0,Unf,953,460,RFn,2000.0,1664,TA,8121,40,5,6,953,2000,2000,172400
784,No,0,Unf,784,360,Unf,1950.0,784,TA,9000,0,3,6,784,1928,1950,76000
1279,No,641,ALQ,276,473,Unf,1980.0,1279,TA,10125,83,6,6,1196,1977,1977,171500
1229,No,1059,ALQ,75,284,RFn,1956.0,1229,TA,17140,0,6,4,1134,1956,1956,135000
1268,No,540,LwQ,728,244,Fin,1954.0,1268,TA,7800,98,6,5,1268,1954,1954,132000
1428,No,0,Unf,1428,480,Fin,2007.0,1428,Gd,11639,120,5,7,1428,2007,2008,182000
